Member_number,Date,itemDescription,itemDescription_ro
2234,13-04-2014,pastry,patiserie
1509,09-07-2014,yogurt,iaurt
4985,31-05-2014,dessert,
4989,11-08-2014,butter,unt
3482,24-07-2014,domestic eggs,ouă
3220,02-01-2014,salty snack,gustare sărată
1594,28-05-2014,yogurt,iaurt
4739,04-12-2014,soda,suc carbogazos
2107,30-12-2014,newspapers,ziare
2543,18-11-2014,soda,suc carbogazos
3652,15-11-2014,frozen vegetables,legume congelate
2164,05-02-2014,ice cream,înghețată
4420,27-10-2014,frozen potato products,
1333,15-07-2014,bottled water,apă îmbuteliată
1055,05-08-2014,white wine,
2792,28-07-2014,bottled beer,bere la sticlă
2139,10-02-2014,margarine,margarină
4174,18-10-2014,rolls/buns,chifle
1073,21-03-2014,salt,
3115,18-07-2014,shopping bags,pungi de cumpărături
4243,15-01-2014,sugar,zahăr
2515,12-12-2014,bottled beer,bere la sticlă
4214,10-07-2014,domestic eggs,ouă
4093,08-09-2014,herbs,
1317,19-05-2014,rolls/buns,chifle
4061,03-05-2014,canned beer,bere la cutie
1087,11-12-2014,berries,fructe de pădure
4709,09-03-2014,root vegetables,legume rădăcinoase
3670,08-05-2014,chocolate,ciocolată
3713,22-01-2014,root vegetables,legume rădăcinoase
4897,14-09-2014,other vegetables,alte legume
1361,07-12-2014,pastry,patiserie
4939,17-09-2014,brown bread,pâine integrală
4150,17-08-2014,cream cheese ,
4368,20-02-2014,whole milk,lapte integral
4933,28-11-2014,domestic eggs,ouă
1160,04-02-2014,whole milk,lapte integral
2330,08-10-2014,sugar,zahăr
3945,25-01-2014,rolls/buns,chifle
1237,25-01-2014,hard cheese,brânză tare
4302,26-11-2014,misc. beverages,
4020,01-12-2014,frozen potato products,
1084,18-04-2014,other vegetables,alte legume
1047,17-12-2014,soda,suc carbogazos
1574,04-03-2014,newspapers,ziare
4074,14-11-2014,yogurt,iaurt
1955,22-06-2014,cereals,
1622,24-06-2014,salty snack,gustare sărată
1267,15-05-2014,whole milk,lapte integral
3253,26-06-2014,whipped/sour cream,frișcă/smântână
2332,16-01-2014,soft cheese,brânză moale
3181,25-04-2014,bottled beer,bere la sticlă
4374,18-08-2014,cream,
4194,25-12-2014,fruit/vegetable juice,suc de fructe/legume
4098,12-09-2014,soda,suc carbogazos
3808,28-03-2014,other vegetables,alte legume
3014,20-12-2014,root vegetables,legume rădăcinoase
1094,11-03-2014,brown bread,pâine integrală
4349,29-01-2014,hamburger meat,
1557,10-12-2014,chocolate,ciocolată
4213,28-04-2014,seasonal products,
2559,07-07-2014,rolls/buns,chifle
1312,13-12-2014,butter,unt
3426,21-10-2014,yogurt,iaurt
1648,31-10-2014,whole milk,lapte integral
2617,16-11-2014,rolls/buns,chifle
4297,04-08-2014,cat food,
2406,25-09-2014,yogurt,iaurt
3030,19-11-2014,packaged fruit/vegetables,
2662,03-08-2014,pickled vegetables,legume murate
3835,25-04-2014,seasonal products,
4633,13-02-2014,specialty chocolate,
3970,02-11-2014,processed cheese,brânză topită
1723,02-09-2014,sweet spreads,dulceață
2893,02-11-2014,white wine,
4223,15-06-2014,newspapers,ziare
2221,21-06-2014,yogurt,iaurt
1257,19-05-2014,cream cheese ,
3825,27-01-2014,shopping bags,pungi de cumpărături
2613,24-05-2014,yogurt,iaurt
3498,01-07-2014,root vegetables,legume rădăcinoase
4258,24-06-2014,frozen meals,
3081,14-04-2014,soda,suc carbogazos
3965,16-10-2014,domestic eggs,ouă
4850,26-03-2014,pastry,patiserie
3437,25-04-2014,canned vegetables,
1573,20-04-2014,butter,unt
1169,02-05-2014,margarine,margarină
4987,27-07-2014,onions,ceapă
3011,16-08-2014,salty snack,gustare sărată
2522,26-05-2014,soda,suc carbogazos
4801,03-10-2014,dishes,vase
1509,28-05-2014,domestic eggs,ouă
1889,01-11-2014,soups,supe
2450,29-11-2014,citrus fruit,fructe citrice
1807,20-08-2014,popcorn,
4720,14-08-2014,oil,ulei
1310,13-04-2014,salty snack,gustare sărată
1339,03-01-2014,margarine,margarină
1256,07-11-2014,domestic eggs,ouă
4601,10-02-2014,specialty chocolate,
1800,30-08-2014,white wine,
4679,23-01-2014,potato products,
1650,27-06-2014,misc. beverages,
2360,26-07-2014,canned beer,bere la cutie
2874,09-09-2015,other vegetables,alte legume
3556,30-09-2015,shopping bags,pungi de cumpărături
3255,24-05-2015,ice cream,înghețată
2521,14-12-2015,yogurt,iaurt
3220,14-10-2015,misc. beverages,
1381,06-03-2015,salty snack,gustare sărată
4050,06-07-2015,flower (seeds),
1872,29-01-2015,yogurt,iaurt
4127,11-04-2015,domestic eggs,ouă
2833,14-08-2015,other vegetables,alte legume
2357,23-09-2015,cream cheese ,
2654,03-03-2015,cat food,
4852,28-04-2015,fruit/vegetable juice,suc de fructe/legume
2222,21-07-2015,newspapers,ziare
2340,12-07-2015,yogurt,iaurt
1987,15-10-2015,domestic eggs,ouă
3570,02-09-2015,bottled water,apă îmbuteliată
1320,19-01-2015,canned fruit,
2209,20-07-2015,tidbits,
2500,30-03-2015,waffles,vafe
3315,12-09-2015,coffee,cafea
2548,16-11-2015,dental care,îngrijire dentară
4473,07-09-2015,sparkling wine,
2271,16-06-2015,bottled water,apă îmbuteliată
4336,10-10-2015,snack products,
2763,01-02-2015,canned fish,pește la conservă
2780,11-10-2015,other vegetables,alte legume
2632,16-01-2015,fruit/vegetable juice,suc de fructe/legume
2568,20-08-2015,frozen vegetables,legume congelate
1729,23-07-2015,waffles,vafe
3878,28-07-2015,pastry,patiserie
1225,26-03-2015,other vegetables,alte legume
1924,17-11-2015,packaged fruit/vegetables,
4335,10-06-2015,napkins,șervețele
3182,12-03-2015,curd,brânză de vaci
4303,23-08-2015,shopping bags,pungi de cumpărături
3042,02-10-2015,bottled beer,bere la sticlă
4493,29-10-2015,other vegetables,alte legume
4194,07-02-2015,hygiene articles,
3031,18-12-2015,soda,suc carbogazos
3891,03-07-2015,hard cheese,brânză tare
1062,16-04-2015,long life bakery product,produs de patiserie cu termen lung
2469,23-03-2015,whole milk,lapte integral
3719,03-09-2015,misc. beverages,
3322,11-02-2015,bottled beer,bere la sticlă
1336,10-03-2015,napkins,șervețele
1067,20-07-2015,chocolate,ciocolată
1998,15-05-2015,chewing gum,gumă de mestecat
1076,14-10-2015,coffee,cafea
1992,02-08-2015,white bread,pâine albă
1261,21-05-2015,flour,
4409,15-01-2015,ice cream,înghețată
3031,30-08-2015,bottled beer,bere la sticlă
2129,18-03-2015,fruit/vegetable juice,suc de fructe/legume
1684,03-01-2015,oil,ulei
4240,18-09-2015,brown bread,pâine integrală
2750,14-09-2015,onions,ceapă
1379,13-07-2015,butter milk,
4243,22-08-2015,specialty cheese,brânză specială
2469,12-01-2015,pasta,
2346,17-09-2015,coffee,cafea
2366,18-08-2015,UHT-milk,
2374,23-06-2015,whole milk,lapte integral
1721,15-10-2015,margarine,margarină
2877,10-04-2015,root vegetables,legume rădăcinoase
3848,11-10-2015,whole milk,lapte integral
4344,01-03-2015,soda,suc carbogazos
3475,10-06-2015,misc. beverages,
3650,17-07-2015,white bread,pâine albă
2318,16-01-2015,whipped/sour cream,frișcă/smântână
1776,02-03-2015,yogurt,iaurt
3120,07-07-2015,pastry,patiserie
1194,13-05-2015,pastry,patiserie
2089,17-04-2015,brown bread,pâine integrală
2095,06-04-2015,rolls/buns,chifle
1736,29-08-2015,whole milk,lapte integral
3718,12-07-2015,processed cheese,brânză topită
4950,22-04-2015,margarine,margarină
2481,24-11-2015,rice,orez
1296,06-11-2015,beverages,băuturi
2824,07-12-2015,chewing gum,gumă de mestecat
4852,29-06-2015,pasta,
1648,27-02-2015,rolls/buns,chifle
3307,06-10-2015,chocolate,ciocolată
4259,24-06-2015,shopping bags,pungi de cumpărături
2587,02-06-2015,UHT-milk,
4303,08-04-2015,cream cheese ,
1325,26-05-2015,mustard,muștar
3351,14-10-2015,other vegetables,alte legume
1623,18-01-2015,roll products ,
3119,20-02-2015,liquor,
1211,24-05-2015,specialty bar,
4146,09-02-2015,rolls/buns,chifle
1753,26-02-2015,butter milk,
4664,26-05-2015,waffles,vafe
3827,03-11-2015,curd,brânză de vaci
1098,27-09-2015,cat food,
4338,27-08-2015,flour,
3712,20-12-2015,yogurt,iaurt
1505,27-10-2015,potato products,
4478,02-08-2015,domestic eggs,ouă
4150,23-08-2015,dessert,
1118,25-12-2015,pastry,patiserie
2537,07-05-2015,candy,bomboane
1996,10-05-2015,flower (seeds),
4267,13-09-2015,yogurt,iaurt
4424,16-10-2015,hygiene articles,
1948,06-05-2015,frozen vegetables,legume congelate
3495,01-02-2015,oil,ulei
2327,18-03-2015,margarine,margarină
3356,12-01-2015,butter,unt
3926,23-03-2015,sliced cheese,brânză feliată
4105,03-12-2015,condensed milk,lapte condensat
1884,05-08-2015,UHT-milk,
4799,09-02-2015,pasta,
4915,18-09-2015,domestic eggs,ouă
2643,01-12-2015,fruit/vegetable juice,suc de fructe/legume
3927,03-09-2015,pastry,patiserie
2410,18-11-2015,soft cheese,brânză moale
1855,28-04-2015,whipped/sour cream,frișcă/smântână
1245,02-03-2015,shopping bags,pungi de cumpărături
3138,19-04-2015,salty snack,gustare sărată
1178,19-04-2015,salt,
1870,05-09-2015,sliced cheese,brânză feliată
4660,10-07-2015,pastry,patiserie
3241,09-08-2015,rolls/buns,chifle
4661,18-04-2015,rolls/buns,chifle
2407,10-03-2015,coffee,cafea
2440,19-06-2015,waffles,vafe
4634,15-05-2015,soda,suc carbogazos
4112,14-02-2015,canned beer,bere la cutie
2428,21-08-2015,rolls/buns,chifle
3604,14-03-2015,whole milk,lapte integral
3671,03-08-2015,onions,ceapă
2880,19-06-2015,margarine,margarină
3946,19-06-2015,napkins,șervețele
4495,20-06-2015,butter milk,
3355,02-12-2015,newspapers,ziare
3959,27-05-2015,dishes,vase
1583,23-11-2015,brown bread,pâine integrală
3998,28-03-2015,rolls/buns,chifle
4509,29-11-2015,sliced cheese,brânză feliată
1008,03-10-2015,dessert,
4894,23-12-2015,chocolate,ciocolată
4252,10-04-2015,frozen dessert,desert congelat
3428,16-03-2015,frozen meals,
1988,08-09-2015,bottled water,apă îmbuteliată
4662,19-10-2015,butter milk,
3165,27-11-2015,rolls/buns,chifle
1920,16-02-2015,flour,
4157,04-01-2015,whole milk,lapte integral
1945,30-04-2015,other vegetables,alte legume
4104,27-07-2015,sugar,zahăr
2865,14-05-2015,frozen meals,
4788,28-04-2015,soda,suc carbogazos
1903,25-01-2015,ketchup,
3578,16-05-2015,citrus fruit,fructe citrice
2238,06-12-2015,yogurt,iaurt
3671,11-10-2015,shopping bags,pungi de cumpărături
3088,03-12-2015,yogurt,iaurt
1832,17-04-2015,flour,
4785,13-09-2015,shopping bags,pungi de cumpărături
1322,19-10-2015,hygiene articles,
4439,18-03-2015,artif. sweetener,
1698,26-06-2015,shopping bags,pungi de cumpărături
3558,25-04-2015,brown bread,pâine integrală
3026,01-01-2015,bottled water,apă îmbuteliată
1127,15-10-2015,UHT-milk,
4153,05-02-2015,brown bread,pâine integrală
4258,22-04-2015,hygiene articles,
2582,14-11-2015,cat food,
1466,01-12-2015,seasonal products,
4185,16-01-2015,rolls/buns,chifle
1889,09-02-2015,candles,lumânări
3396,14-05-2015,sparkling wine,
3412,26-01-2015,oil,ulei
3321,13-07-2015,white wine,
3484,21-11-2015,brandy,
1937,17-10-2015,whipped/sour cream,frișcă/smântână
2101,20-12-2015,canned beer,bere la cutie
4006,18-12-2015,other vegetables,alte legume
3732,18-07-2015,pastry,patiserie
1276,28-04-2015,bottled beer,bere la sticlă
4916,01-03-2015,detergent,detergent
2040,06-04-2015,candy,bomboane
2255,01-05-2015,oil,ulei
1239,25-07-2015,bottled water,apă îmbuteliată
4992,20-06-2015,sparkling wine,
3225,12-06-2015,soda,suc carbogazos
2421,21-11-2015,long life bakery product,produs de patiserie cu termen lung
3303,25-01-2015,whole milk,lapte integral
3455,13-09-2015,margarine,margarină
1484,07-10-2015,soft cheese,brânză moale
3591,11-05-2015,dental care,îngrijire dentară
4613,17-05-2015,shopping bags,pungi de cumpărături
1676,11-10-2015,dishes,vase
1259,21-11-2015,napkins,șervețele
3930,12-07-2015,soft cheese,brânză moale
3995,26-06-2015,brown bread,pâine integrală
1038,14-12-2015,cake bar,
4794,06-09-2015,other vegetables,alte legume
3960,21-09-2015,specialty bar,
3077,05-01-2015,shopping bags,pungi de cumpărături
1161,14-03-2015,spread cheese,
1800,16-04-2015,hygiene articles,
1717,09-11-2015,margarine,margarină
1888,06-06-2015,butter milk,
2138,04-03-2015,shopping bags,pungi de cumpărături
1866,13-02-2015,baking powder,
4745,29-09-2015,shopping bags,pungi de cumpărături
1269,12-09-2015,butter milk,
4721,15-06-2015,spices,
2885,22-03-2015,sliced cheese,brânză feliată
1435,24-04-2015,rolls/buns,chifle
1887,03-02-2015,whipped/sour cream,frișcă/smântână
4776,26-03-2015,candy,bomboane
4313,16-05-2015,bottled beer,bere la sticlă
3545,28-08-2015,whole milk,lapte integral
2307,12-03-2015,shopping bags,pungi de cumpărături
1215,18-01-2015,sliced cheese,brânză feliată
1428,18-01-2015,yogurt,iaurt
4297,27-10-2015,specialty bar,
1812,14-10-2015,margarine,margarină
2217,02-12-2015,domestic eggs,ouă
2378,15-04-2015,soda,suc carbogazos
2397,23-06-2015,whipped/sour cream,frișcă/smântână
3419,20-08-2015,cream cheese ,
4131,29-03-2015,rolls/buns,chifle
2220,04-08-2015,yogurt,iaurt
3870,21-03-2015,frozen fish,
1483,14-06-2015,rolls/buns,chifle
3449,29-11-2015,brown bread,pâine integrală
1959,13-12-2015,pot plants,
4825,17-01-2015,bottled water,apă îmbuteliată
3289,02-05-2015,whipped/sour cream,frișcă/smântână
1256,29-08-2015,oil,ulei
3369,23-03-2015,abrasive cleaner,
2191,25-10-2015,yogurt,iaurt
4645,06-12-2015,yogurt,iaurt
3818,08-08-2015,cat food,
3857,04-11-2015,canned beer,bere la cutie
3651,31-07-2015,cream cheese ,
3689,29-07-2015,soda,suc carbogazos
2361,03-10-2015,soda,suc carbogazos
2513,15-12-2015,zwieback,
2110,29-07-2015,soda,suc carbogazos
4895,21-07-2015,salty snack,gustare sărată
2756,31-07-2015,processed cheese,brânză topită
1960,09-01-2015,pastry,patiserie
3924,29-10-2015,curd,brânză de vaci
3020,27-08-2015,specialty fat,grăsimi speciale
4531,10-08-2015,pastry,patiserie
4901,14-02-2015,pasta,
3787,24-09-2015,salty snack,gustare sărată
3688,24-09-2015,soap,
4717,10-04-2015,shopping bags,pungi de cumpărături
2210,25-09-2015,sweet spreads,dulceață
4152,29-05-2015,bottled beer,bere la sticlă
4507,18-06-2015,softener,
1118,13-05-2015,curd,brânză de vaci
4953,07-05-2015,salty snack,gustare sărată
4417,21-01-2015,sparkling wine,
2358,15-12-2015,dishes,vase
3122,05-02-2015,bottled water,apă îmbuteliată
3920,10-05-2015,napkins,șervețele
4592,08-12-2015,oil,ulei
1326,09-11-2015,canned beer,bere la cutie
3729,29-11-2015,instant coffee,
2627,31-10-2015,frozen vegetables,legume congelate
3393,07-11-2015,newspapers,ziare
4302,03-08-2015,salty snack,gustare sărată
1734,15-02-2015,frozen vegetables,legume congelate
3635,26-02-2015,frozen dessert,desert congelat
3232,18-12-2015,frozen vegetables,legume congelate
2805,18-04-2015,pastry,patiserie
2214,19-01-2015,butter milk,
4725,02-12-2015,rolls/buns,chifle
4975,02-11-2015,soda,suc carbogazos
3393,23-02-2015,candy,bomboane
4456,08-08-2015,bottled water,apă îmbuteliată
4744,29-08-2015,candy,bomboane
1264,30-07-2015,mayonnaise,maioneză
3104,18-05-2015,fruit/vegetable juice,suc de fructe/legume
4966,25-01-2015,fruit/vegetable juice,suc de fructe/legume
4183,15-01-2015,shopping bags,pungi de cumpărături
3786,10-02-2015,baking powder,
3299,28-02-2015,hard cheese,brânză tare
1656,07-07-2015,bottled water,apă îmbuteliată
4753,05-03-2015,bottled beer,bere la sticlă
2857,18-04-2015,soda,suc carbogazos
3692,18-10-2015,yogurt,iaurt
2613,23-08-2015,newspapers,ziare
3509,08-07-2015,oil,ulei
3048,06-10-2015,white wine,
1160,21-08-2015,bottled beer,bere la sticlă
2629,26-04-2015,hard cheese,brânză tare
1444,06-06-2015,whole milk,lapte integral
2578,01-12-2015,yogurt,iaurt
4184,28-06-2015,white bread,pâine albă
3201,27-11-2015,soap,
3311,02-05-2015,rolls/buns,chifle
4294,08-01-2015,bottled water,apă îmbuteliată
2283,18-01-2015,margarine,margarină
3325,07-11-2015,other vegetables,alte legume
3621,02-11-2015,butter,unt
1968,03-10-2015,newspapers,ziare
3717,01-04-2015,frozen vegetables,legume congelate
4704,18-08-2015,coffee,cafea
3904,11-05-2015,curd,brânză de vaci
2336,07-10-2015,rolls/buns,chifle
3546,22-11-2015,Instant food products,
3797,23-08-2015,processed cheese,brânză topită
4607,15-12-2015,pastry,patiserie
4522,18-05-2015,pickled vegetables,legume murate
4695,13-10-2015,canned fish,pește la conservă
4919,30-03-2015,salty snack,gustare sărată
3289,15-03-2015,misc. beverages,
1200,26-09-2015,canned fish,pește la conservă
3789,06-09-2015,shopping bags,pungi de cumpărături
1289,08-11-2015,canned beer,bere la cutie
2415,29-04-2015,soda,suc carbogazos
1943,30-09-2015,potato products,
3685,26-08-2015,female sanitary products,
3447,27-11-2015,soda,suc carbogazos
2164,08-10-2015,coffee,cafea
4107,05-02-2015,mustard,muștar
2744,19-05-2015,sugar,zahăr
1051,12-08-2015,dishes,vase
2087,09-04-2015,pastry,patiserie
1020,13-10-2015,frozen fish,
2443,12-01-2015,napkins,șervețele
4911,07-01-2015,cleaner,
3835,16-09-2015,long life bakery product,produs de patiserie cu termen lung
2363,22-05-2015,white wine,
2344,19-04-2015,oil,ulei
3911,15-02-2015,soda,suc carbogazos
1450,08-07-2015,instant coffee,
3495,18-11-2015,oil,ulei
1625,27-11-2015,napkins,șervețele
3265,09-12-2015,domestic eggs,ouă
3247,01-11-2015,dishes,vase
1777,08-07-2015,brown bread,pâine integrală
1862,05-09-2015,seasonal products,
2942,01-02-2015,flower (seeds),
2932,22-01-2015,newspapers,ziare
4049,01-08-2015,whole milk,lapte integral
1954,06-08-2015,bottled beer,bere la sticlă
2321,16-06-2015,other vegetables,alte legume
2930,23-03-2015,fruit/vegetable juice,suc de fructe/legume
3214,27-03-2015,baking powder,
4877,20-06-2015,frozen vegetables,legume congelate
1277,07-06-2015,pot plants,
2239,13-12-2015,whole milk,lapte integral
4929,26-03-2015,margarine,margarină
1390,02-03-2015,house keeping products,
1870,09-09-2015,brown bread,pâine integrală
3405,03-04-2015,margarine,margarină
2338,08-12-2015,whole milk,lapte integral
2051,11-09-2015,whipped/sour cream,frișcă/smântână
3504,06-07-2015,soda,suc carbogazos
3405,13-04-2015,fruit/vegetable juice,suc de fructe/legume
2512,02-09-2015,coffee,cafea
4038,06-11-2015,yogurt,iaurt
1759,26-09-2015,oil,ulei
2813,01-10-2015,female sanitary products,
3055,18-08-2015,soft cheese,brânză moale
1733,18-03-2015,oil,ulei
1913,18-08-2015,whipped/sour cream,frișcă/smântână
4864,27-03-2015,pot plants,
4812,27-05-2015,margarine,margarină
3042,05-10-2015,whole milk,lapte integral
4988,04-10-2015,specialty chocolate,
4486,21-07-2015,rolls/buns,chifle
4069,03-05-2015,pot plants,
4600,14-07-2015,whipped/sour cream,frișcă/smântână
3588,05-05-2015,hard cheese,brânză tare
4175,29-01-2015,napkins,șervețele
2599,30-07-2015,yogurt,iaurt
4671,15-07-2015,sugar,zahăr
2270,09-06-2015,yogurt,iaurt
2494,05-05-2015,semi-finished bread,
1406,28-12-2015,waffles,vafe
3910,18-12-2015,packaged fruit/vegetables,
3358,21-02-2015,fruit/vegetable juice,suc de fructe/legume
1943,14-01-2015,UHT-milk,
1995,12-06-2015,root vegetables,legume rădăcinoase
4666,24-02-2015,whole milk,lapte integral
1994,11-03-2015,whole milk,lapte integral
4892,09-01-2015,curd,brânză de vaci
3531,29-08-2015,dishes,vase
1148,15-04-2015,dog food,
1787,31-10-2015,packaged fruit/vegetables,
4215,31-05-2015,oil,ulei
2158,01-08-2015,fruit/vegetable juice,suc de fructe/legume
